DATE,HomePriceIndex,MortgageRate,UnemploymentRate,TreasuryYield,GDP,MedianIncome,CPI,HousingStarts,Population,MortgageRate_Lag1
2021-05-13,253.25599999999997,2.94,5.8,1.62,23368.861,79260.0,268.404,1607.0,332174.301,2.96
2021-05-20,253.25599999999997,3.0,5.8,1.62,23368.861,79260.0,268.404,1607.0,332174.301,2.94
2021-05-27,253.25599999999997,2.95,5.8,1.62,23368.861,79260.0,268.404,1607.0,332174.301,3.0
2021-06-01,258.02099999999996,2.95,5.9,1.52,23368.861,79260.0,270.71,1638.0,332249.03,2.95
2021-06-03,258.02099999999996,2.99,5.9,1.52,23368.861,79260.0,270.71,1638.0,332249.03,2.95
2021-06-10,258.02099999999996,2.96,5.9,1.52,23368.861,79260.0,270.71,1638.0,332249.03,2.99
2021-06-17,258.02099999999996,2.93,5.9,1.52,23368.861,79260.0,270.71,1638.0,332249.03,2.96
2021-06-24,258.02099999999996,3.02,5.9,1.52,23368.861,79260.0,270.71,1638.0,332249.03,2.93
2021-07-01,262.38,2.98,5.4,1.32,23921.991,79260.0,271.965,1600.0,332349.6,3.02
2021-07-08,262.38,2.9,5.4,1.32,23921.991,79260.0,271.965,1600.0,332349.6,2.98
2021-07-15,262.38,2.88,5.4,1.32,23921.991,79260.0,271.965,1600.0,332349.6,2.9
2021-07-22,262.38,2.78,5.4,1.32,23921.991,79260.0,271.965,1600.0,332349.6,2.88
2021-07-29,262.38,2.8,5.4,1.32,23921.991,79260.0,271.965,1600.0,332349.6,2.78
2021-08-01,266.582,2.8,5.1,1.28,23921.991,79260.0,272.752,1595.0,332559.494,2.8
2021-08-05,266.582,2.77,5.1,1.28,23921.991,79260.0,272.752,1595.0,332559.494,2.8
2021-08-12,266.582,2.87,5.1,1.28,23921.991,79260.0,272.752,1595.0,332559.494,2.77
2021-08-19,266.582,2.86,5.1,1.28,23921.991,79260.0,272.752,1595.0,332559.494,2.87
2021-08-26,266.582,2.87,5.1,1.28,23921.991,79260.0,272.752,1595.0,332559.494,2.86
2021-09-01,270.156,2.87,4.7,1.37,23921.991,79260.0,273.942,1563.0,332727.61,2.87
2021-09-02,270.156,2.87,4.7,1.37,23921.991,79260.0,273.942,1563.0,332727.61,2.87
2021-09-09,270.156,2.88,4.7,1.37,23921.991,79260.0,273.942,1563.0,332727.61,2.87
2021-09-16,270.156,2.86,4.7,1.37,23921.991,79260.0,273.942,1563.0,332727.61,2.88
2021-09-23,270.156,2.88,4.7,1.37,23921.991,79260.0,273.942,1563.0,332727.61,2.86
2021-09-30,270.156,3.01,4.7,1.37,23921.991,79260.0,273.942,1563.0,332727.61,2.88
2021-10-01,273.616,3.01,4.5,1.58,24777.038,79260.0,276.528,1587.0,332882.656,3.01
2021-10-07,273.616,2.99,4.5,1.58,24777.038,79260.0,276.528,1587.0,332882.656,3.01
2021-10-14,273.616,3.05,4.5,1.58,24777.038,79260.0,276.528,1587.0,332882.656,2.99
2021-10-21,273.616,3.09,4.5,1.58,24777.038,79260.0,276.528,1587.0,332882.656,3.05
2021-10-28,273.616,3.14,4.5,1.58,24777.038,79260.0,276.528,1587.0,332882.656,3.09
2021-11-01,277.376,3.14,4.2,1.56,24777.038,79260.0,278.824,1704.0,333039.585,3.14
2021-11-04,277.376,3.09,4.2,1.56,24777.038,79260.0,278.824,1704.0,333039.585,3.14
2021-11-10,277.376,2.98,4.2,1.56,24777.038,79260.0,278.824,1704.0,333039.585,3.09
2021-11-18,277.376,3.1,4.2,1.56,24777.038,79260.0,278.824,1704.0,333039.585,2.98
2021-11-24,277.376,3.1,4.2,1.56,24777.038,79260.0,278.824,1704.0,333039.585,3.1
2021-12-01,281.593,3.1,3.9,1.47,24777.038,79260.0,280.806,1757.0,333193.936,3.1
2021-12-02,281.593,3.11,3.9,1.47,24777.038,79260.0,280.806,1757.0,333193.936,3.1
2021-12-09,281.593,3.1,3.9,1.47,24777.038,79260.0,280.806,1757.0,333193.936,3.11
2021-12-16,281.593,3.12,3.9,1.47,24777.038,79260.0,280.806,1757.0,333193.936,3.1
2021-12-23,281.593,3.05,3.9,1.47,24777.038,79260.0,280.806,1757.0,333193.936,3.12
2021-12-30,281.593,3.11,3.9,1.47,24777.038,79260.0,280.806,1757.0,333193.936,3.05
2022-01-01,286.35,3.11,4.0,1.76,25215.491,77540.0,282.542,1712.0,333326.872,3.11
2022-01-06,286.35,3.22,4.0,1.76,25215.491,77540.0,282.542,1712.0,333326.872,3.11
2022-01-13,286.35,3.45,4.0,1.76,25215.491,77540.0,282.542,1712.0,333326.872,3.22
2022-01-20,286.35,3.56,4.0,1.76,25215.491,77540.0,282.542,1712.0,333326.872,3.45
2022-01-27,286.35,3.55,4.0,1.76,25215.491,77540.0,282.542,1712.0,333326.872,3.56
2022-02-01,291.35200000000003,3.55,3.8,1.93,25215.491,77540.0,284.525,1742.0,333393.36,3.55
2022-02-03,291.35200000000003,3.55,3.8,1.93,25215.491,77540.0,284.525,1742.0,333393.36,3.55
2022-02-10,291.35200000000003,3.69,3.8,1.93,25215.491,77540.0,284.525,1742.0,333393.36,3.55
2022-02-17,291.35200000000003,3.92,3.8,1.93,25215.491,77540.0,284.525,1742.0,333393.36,3.69
2022-02-24,291.35200000000003,3.89,3.8,1.93,25215.491,77540.0,284.525,1742.0,333393.36,3.92
2022-03-01,296.502,3.89,3.7,2.13,25215.491,77540.0,287.467,1678.0,333519.882,3.89
2022-03-03,296.502,3.76,3.7,2.13,25215.491,77540.0,287.467,1678.0,333519.882,3.89
2022-03-10,296.502,3.85,3.7,2.13,25215.491,77540.0,287.467,1678.0,333519.882,3.76
2022-03-17,296.502,4.16,3.7,2.13,25215.491,77540.0,287.467,1678.0,333519.882,3.85
2022-03-24,296.502,4.42,3.7,2.13,25215.491,77540.0,287.467,1678.0,333519.882,4.16
2022-03-31,296.502,4.67,3.7,2.13,25215.491,77540.0,287.467,1678.0,333519.882,4.42
2022-04-01,300.42400000000004,4.67,3.7,2.75,25805.791,77540.0,288.582,1828.0,333700.235,4.67
2022-04-07,300.42400000000004,4.72,3.7,2.75,25805.791,77540.0,288.582,1828.0,333700.235,4.67
2022-04-14,300.42400000000004,5.0,3.7,2.75,25805.791,77540.0,288.582,1828.0,333700.235,4.72
2022-04-21,300.42400000000004,5.11,3.7,2.75,25805.791,77540.0,288.582,1828.0,333700.235,5.0
2022-04-28,300.42400000000004,5.1,3.7,2.75,25805.791,77540.0,288.582,1828.0,333700.235,5.11
2022-05-01,303.314,5.1,3.6,2.9,25805.791,77540.0,291.299,1540.0,333883.916,5.1
2022-05-05,303.314,5.27,3.6,2.9,25805.791,77540.0,291.299,1540.0,333883.916,5.1
2022-05-12,303.314,5.3,3.6,2.9,25805.791,77540.0,291.299,1540.0,333883.916,5.27
2022-05-19,303.314,5.25,3.6,2.9,25805.791,77540.0,291.299,1540.0,333883.916,5.3
2022-05-26,303.314,5.1,3.6,2.9,25805.791,77540.0,291.299,1540.0,333883.916,5.25
2022-06-01,304.036,5.1,3.6,3.14,25805.791,77540.0,295.072,1542.0,334068.202,5.1
2022-06-02,304.036,5.09,3.6,3.14,25805.791,77540.0,295.072,1542.0,334068.202,5.1
2022-06-09,304.036,5.23,3.6,3.14,25805.791,77540.0,295.072,1542.0,334068.202,5.09
2022-06-16,304.036,5.78,3.6,3.14,25805.791,77540.0,295.072,1542.0,334068.202,5.23
2022-06-23,304.036,5.81,3.6,3.14,25805.791,77540.0,295.072,1542.0,334068.202,5.78
2022-06-30,304.036,5.7,3.6,3.14,25805.791,77540.0,295.072,1542.0,334068.202,5.81
2022-07-01,303.111,5.7,3.5,2.9,26272.011,77540.0,294.94,1392.0,334267.013,5.7
2022-07-07,303.111,5.3,3.5,2.9,26272.011,77540.0,294.94,1392.0,334267.013,5.7
2022-07-14,303.111,5.51,3.5,2.9,26272.011,77540.0,294.94,1392.0,334267.013,5.3
2022-07-21,303.111,5.54,3.5,2.9,26272.011,77540.0,294.94,1392.0,334267.013,5.51
2022-07-28,303.111,5.3,3.5,2.9,26272.011,77540.0,294.94,1392.0,334267.013,5.54
2022-08-01,300.998,5.3,3.6,2.9,26272.011,77540.0,295.162,1520.0,334518.533,5.3
2022-08-04,300.998,4.99,3.6,2.9,26272.011,77540.0,295.162,1520.0,334518.533,5.3
2022-08-11,300.998,5.22,3.6,2.9,26272.011,77540.0,295.162,1520.0,334518.533,4.99
2022-08-18,300.998,5.13,3.6,2.9,26272.011,77540.0,295.162,1520.0,334518.533,5.22
2022-08-25,300.998,5.55,3.6,2.9,26272.011,77540.0,295.162,1520.0,334518.533,5.13
2022-09-01,299.02299999999997,5.66,3.5,3.52,26272.011,77540.0,296.421,1470.0,334786.347,5.55
2022-09-08,299.02299999999997,5.89,3.5,3.52,26272.011,77540.0,296.421,1470.0,334786.347,5.66
2022-09-15,299.02299999999997,6.02,3.5,3.52,26272.011,77540.0,296.421,1470.0,334786.347,5.89
2022-09-22,299.02299999999997,6.29,3.5,3.52,26272.011,77540.0,296.421,1470.0,334786.347,6.02
2022-09-29,299.02299999999997,6.7,3.5,3.52,26272.011,77540.0,296.421,1470.0,334786.347,6.29
2022-10-01,298.778,6.7,3.6,3.98,26734.277,77540.0,297.979,1440.0,335038.543,6.7
2022-10-06,298.778,6.66,3.6,3.98,26734.277,77540.0,297.979,1440.0,335038.543,6.7
2022-10-13,298.778,6.92,3.6,3.98,26734.277,77540.0,297.979,1440.0,335038.543,6.66
2022-10-20,298.778,6.94,3.6,3.98,26734.277,77540.0,297.979,1440.0,335038.543,6.92
2022-10-27,298.778,7.08,3.6,3.98,26734.277,77540.0,297.979,1440.0,335038.543,6.94
2022-11-01,298.575,7.08,3.6,3.89,26734.277,77540.0,298.708,1420.0,335271.218,7.08
2022-11-03,298.575,6.95,3.6,3.89,26734.277,77540.0,298.708,1420.0,335271.218,7.08
2022-11-10,298.575,7.08,3.6,3.89,26734.277,77540.0,298.708,1420.0,335271.218,6.95
2022-11-17,298.575,6.61,3.6,3.89,26734.277,77540.0,298.708,1420.0,335271.218,7.08
2022-11-23,298.575,6.58,3.6,3.89,26734.277,77540.0,298.708,1420.0,335271.218,6.61
2022-12-01,297.842,6.49,3.5,3.62,26734.277,77540.0,298.808,1340.0,335501.193,6.58
2022-12-08,297.842,6.33,3.5,3.62,26734.277,77540.0,298.808,1340.0,335501.193,6.49
2022-12-15,297.842,6.31,3.5,3.62,26734.277,77540.0,298.808,1340.0,335501.193,6.33
2022-12-22,297.842,6.27,3.5,3.62,26734.277,77540.0,298.808,1340.0,335501.193,6.31
2022-12-29,297.842,6.42,3.5,3.62,26734.277,77540.0,298.808,1340.0,335501.193,6.27
2023-01-01,297.768,6.42,3.5,3.53,27164.359,80610.0,300.456,1361.0,335706.484,6.42
2023-01-05,297.768,6.48,3.5,3.53,27164.359,80610.0,300.456,1361.0,335706.484,6.42
2023-01-12,297.768,6.33,3.5,3.53,27164.359,80610.0,300.456,1361.0,335706.484,6.48
2023-01-19,297.768,6.15,3.5,3.53,27164.359,80610.0,300.456,1361.0,335706.484,6.33
2023-01-26,297.768,6.13,3.5,3.53,27164.359,80610.0,300.456,1361.0,335706.484,6.15
2023-02-01,298.038,6.13,3.6,3.75,27164.359,80610.0,301.476,1404.0,335908.022,6.13
2023-02-02,298.038,6.09,3.6,3.75,27164.359,80610.0,301.476,1404.0,335908.022,6.13
2023-02-09,298.038,6.12,3.6,3.75,27164.359,80610.0,301.476,1404.0,335908.022,6.09
2023-02-16,298.038,6.32,3.6,3.75,27164.359,80610.0,301.476,1404.0,335908.022,6.12
2023-02-23,298.038,6.5,3.6,3.75,27164.359,80610.0,301.476,1404.0,335908.022,6.32
2023-03-01,298.986,6.5,3.5,3.66,27164.359,80610.0,301.643,1342.0,336121.03,6.5
2023-03-02,298.986,6.65,3.5,3.66,27164.359,80610.0,301.643,1342.0,336121.03,6.5
2023-03-09,298.986,6.73,3.5,3.66,27164.359,80610.0,301.643,1342.0,336121.03,6.65
2023-03-16,298.986,6.6,3.5,3.66,27164.359,80610.0,301.643,1342.0,336121.03,6.73
2023-03-23,298.986,6.42,3.5,3.66,27164.359,80610.0,301.643,1342.0,336121.03,6.6
2023-03-30,298.986,6.32,3.5,3.66,27164.359,80610.0,301.643,1342.0,336121.03,6.42
2023-04-01,300.249,6.32,3.4,3.46,27453.815,80610.0,302.858,1368.0,336342.473,6.32
2023-04-06,300.249,6.28,3.4,3.46,27453.815,80610.0,302.858,1368.0,336342.473,6.32
2023-04-13,300.249,6.27,3.4,3.46,27453.815,80610.0,302.858,1368.0,336342.473,6.28
2023-04-20,300.249,6.39,3.4,3.46,27453.815,80610.0,302.858,1368.0,336342.473,6.27
2023-04-27,300.249,6.43,3.4,3.46,27453.815,80610.0,302.858,1368.0,336342.473,6.39
2023-05-01,302.14599999999996,6.43,3.6,3.57,27453.815,80610.0,303.316,1583.0,336560.098,6.43
2023-05-04,302.14599999999996,6.39,3.6,3.57,27453.815,80610.0,303.316,1583.0,336560.098,6.43
2023-05-11,302.14599999999996,6.35,3.6,3.57,27453.815,80610.0,303.316,1583.0,336560.098,6.39
2023-05-18,302.14599999999996,6.39,3.6,3.57,27453.815,80610.0,303.316,1583.0,336560.098,6.35
2023-05-25,302.14599999999996,6.57,3.6,3.57,27453.815,80610.0,303.316,1583.0,336560.098,6.39
2023-06-01,304.028,6.79,3.6,3.75,27453.815,80610.0,304.099,1415.0,336798.303,6.57
2023-06-08,304.028,6.71,3.6,3.75,27453.815,80610.0,304.099,1415.0,336798.303,6.79
2023-06-15,304.028,6.69,3.6,3.75,27453.815,80610.0,304.099,1415.0,336798.303,6.71
2023-06-22,304.028,6.67,3.6,3.75,27453.815,80610.0,304.099,1415.0,336798.303,6.69
2023-06-29,304.028,6.71,3.6,3.75,27453.815,80610.0,304.099,1415.0,336798.303,6.67
2023-07-01,306.23400000000004,6.71,3.5,3.9,27967.697,80610.0,304.615,1473.0,337051.669,6.71
2023-07-06,306.23400000000004,6.81,3.5,3.9,27967.697,80610.0,304.615,1473.0,337051.669,6.71
2023-07-13,306.23400000000004,6.96,3.5,3.9,27967.697,80610.0,304.615,1473.0,337051.669,6.81
2023-07-20,306.23400000000004,6.78,3.5,3.9,27967.697,80610.0,304.615,1473.0,337051.669,6.96
2023-07-27,306.23400000000004,6.81,3.5,3.9,27967.697,80610.0,304.615,1473.0,337051.669,6.78
2023-08-01,309.04,6.81,3.7,4.17,27967.697,80610.0,306.138,1305.0,337348.812,6.81
2023-08-03,309.04,6.9,3.7,4.17,27967.697,80610.0,306.138,1305.0,337348.812,6.81
2023-08-10,309.04,6.96,3.7,4.17,27967.697,80610.0,306.138,1305.0,337348.812,6.9
2023-08-17,309.04,7.09,3.7,4.17,27967.697,80610.0,306.138,1305.0,337348.812,6.96
2023-08-24,309.04,7.23,3.7,4.17,27967.697,80610.0,306.138,1305.0,337348.812,7.09
2023-08-31,309.04,7.18,3.7,4.17,27967.697,80610.0,306.138,1305.0,337348.812,7.23
2023-09-01,311.177,7.18,3.8,4.38,27967.697,80610.0,307.374,1363.0,337653.367,7.18
2023-09-07,311.177,7.12,3.8,4.38,27967.697,80610.0,307.374,1363.0,337653.367,7.18
2023-09-14,311.177,7.18,3.8,4.38,27967.697,80610.0,307.374,1363.0,337653.367,7.12
2023-09-21,311.177,7.19,3.8,4.38,27967.697,80610.0,307.374,1363.0,337653.367,7.18
2023-09-28,311.177,7.31,3.8,4.38,27967.697,80610.0,307.374,1363.0,337653.367,7.19
2023-10-01,313.259,7.31,3.9,4.8,28296.967,80610.0,307.653,1365.0,337946.549,7.31
2023-10-05,313.259,7.49,3.9,4.8,28296.967,80610.0,307.653,1365.0,337946.549,7.31
2023-10-12,313.259,7.57,3.9,4.8,28296.967,80610.0,307.653,1365.0,337946.549,7.49
2023-10-19,313.259,7.63,3.9,4.8,28296.967,80610.0,307.653,1365.0,337946.549,7.57
2023-10-26,313.259,7.79,3.9,4.8,28296.967,80610.0,307.653,1365.0,337946.549,7.63
2023-11-01,314.243,7.79,3.7,4.5,28296.967,80610.0,308.087,1510.0,338229.634,7.79
2023-11-02,314.243,7.76,3.7,4.5,28296.967,80610.0,308.087,1510.0,338229.634,7.79
2023-11-09,314.243,7.5,3.7,4.5,28296.967,80610.0,308.087,1510.0,338229.634,7.76
2023-11-16,314.243,7.44,3.7,4.5,28296.967,80610.0,308.087,1510.0,338229.634,7.5
2023-11-22,314.243,7.29,3.7,4.5,28296.967,80610.0,308.087,1510.0,338229.634,7.44
2023-11-30,314.243,7.22,3.7,4.5,28296.967,80610.0,308.087,1510.0,338229.634,7.29
2023-12-01,314.99,7.22,3.8,4.02,28296.967,80610.0,308.735,1568.0,338502.549,7.22
2023-12-07,314.99,7.03,3.8,4.02,28296.967,80610.0,308.735,1568.0,338502.549,7.22
2023-12-14,314.99,6.95,3.8,4.02,28296.967,80610.0,308.735,1568.0,338502.549,7.03
2023-12-21,314.99,6.67,3.8,4.02,28296.967,80610.0,308.735,1568.0,338502.549,6.95
2023-12-28,314.99,6.61,3.8,4.02,28296.967,80610.0,308.735,1568.0,338502.549,6.67
